country,description,designation,points,price,province,region,variety,winery
US,This powerful wine opens with deep flavors and aromas of mint and dark chocolate. Its pleasure diminishes somewhat with an evolving taste of smoke and oak mid-sip that lasts subtly through the finish.,Mayacamas Range Seven Barrels,87,35.0,California,Sonoma County,cabernet sauvignon ,Spann Vineyards
US,"Wet slate minerality leads the brisk, tightly wound nose. On the palate, the wine is a bit perfumed, at least for how tight the nose is, with elements of crisp apple, pear and a touch of nectarine.",Dos Rubios Vineyard,87,45.0,California,Santa Lucia Highlands,Chardonnay ,Testarossa
US,"Medium to full in body, this has flavors of char, coffee and spiced dark cherries. It bears lax acids, and it finishes with a streak of clove.",Reserve,87,32.0,Virginia,Virginia,MERLOT,The Williamsburg Winery
US,"Slightly funky scents of asphalt and sweaty socks come along with graphite, pressed blackberry and New Mexico chile. The palate is led by tobacco-laced zing, opening with boysenberry flavors, and finishing with decent acidity and mouth-coating tannins.",Estate,91,60.0,California,Santa Cruz Mountains,Cabernet sauvignon,Mount Eden Vineyards
US,"This is a Merlot-based blend, tightly wound, with tart berry fruit flavors. It gathers and concentrates into a dense, fruit-laden finish, streaked with espresso and dark chocolate. Though labeled simply Yakima Valley, it's all Red Mountain fruit, mostly from Klipsun.",Ruby Leigh,91,48.0,Washington,Yakima Valley,Bordeaux-style red blend ,Sparkman
US,"Deep and rich aromas of blackberry syrup and wet slate kick off this excellent, approachable representation of Santa Barbara County's new Ballard Canyon appellation. It's both juicy and tannic once sipped, tasty with blackberry and slight cherry juice. Balanced with medium-range force, it provides evidence of how the region evens out Syrah's rougher edges.",Harrison Clarke Vineyard,91,38.0,California,Ballard Canyon,syrah,Transcendence
US,"Opulento is done entirely with Portuguese varieties. Quite young, grapey, rich and supple, it's packed with primary, brambly blackberry fruit with a smooth, chocolatey finish. This should age well for at least a decade.",Opulento Dessert Wine,91,19.0,Washington,Yakima Valley,red blend,Brian Carter Cellars
US,"Preserved cherries, cedar and smoke aromas lead the nose on this wine from the exciting Caliza team. The well-rounded flavors combine blackberry and cherry with tar and charred meats, and the strong tannins should calm down by 2016 and make for an even more delicious wine.",,91,54.0,California,Paso Robles,SYRAH,Caliza
US,"The winery's larger-scale Syrah (and that's still under 2,000 cases), this is a friendly, sophisticated Rhône-inspired wine grown on the cooler Sonoma Coast. Red and blue fruits are expertly ripe and high-toned, accented by layers of classic cool-climate spice.",,91,35.0,California,Sonoma Coast,Syrah,Red Car
US,"The blend is 50% Merlot, 33% Cabernet Sauvignon and 17% Cabernet Franc, aged in 100% new French oak. The only wine from this producer that is a blend, it currently shows an abundance of barrel flavors. The baking spices overpower some of the signature elements that this distinguished vineyard imparts—the mineral, saline, iron and steel notes often found in Ciel's red wines. The fruit remains gorgeously ripe, and with a bit more bottle age those subtle flavors may reappear.",Ciel du Cheval Vineyard Flagship Reserve,91,60.0,Washington,Red Mountain,BORDEAUX-STYLE RED BLEND ,Côtes de Ciel
US,"Warm, slightly sweet aromas of smoked applewood and hickory waft from this rich and decadent Syrah sourced from the Fess Parker estate. On the dark fruit-laced palate are black currant and cherry cola flavors, bolstered by black licorice and followed by a long finish of vanilla cream.",Rodney's Vineyard,91,49.0,California,Santa Barbara County,Syrah,Fess Parker
US,"Crisp citrus aromas and fresh lemon and grapefruit flavors define this medium-bodied, appetizing and unapologetic wine. With lots of personality, a tingly texture and tangy finish, it's just the thing for appetizers and first courses.",The Fumé,91,14.0,California,North Coast, sauvignon blanc,Murphy-Goode
US,"This was the first release from this new, Chardonnay-only project. With its mix of Columbia Gorge, Ancient Lakes and Columbia Valley fruit, it immediately set a high standard. Scents of orange blossom, mineral oil and toasted pecan mingle gracefully, and in the mouth there is a steely edge that provides structural support. Drink now through 2018.",,91,25.0,Washington,Columbia Valley (WA),chardonnay ,Array
US,"This savory GSM blend, which gets tiny 3% boosts of Petite Sirah and Tempranillo, begins with aromas of chicory coffee, ginger and a bit of blackberry fruit. Black cherry fruit leads the flavor, with espresso and tar elements contributing to noticeable tannic grip.",Azimuth,91,54.0,California,Paso Robles,Red blend,Caliza
France,"Full in the mouth, this rich wine is dominated by yellow fruits and ripe apricots lifted by a touch of toast. Great acidity conveys a fresh and tangy character. The wine is still developing as the full fruitiness comes forward. Drink from 2017.",Vieilles Vignes,90,55.0,Burgundy,Pouilly-Fuissé, CHARDONNAY,Louis Max
US,"Brioche and vanilla-cherry are the stars in this full-bodied yet savory, herbal wine sourced mostly from the Oak Knoll District. Complex in flavor, it spikes in clove and cinnamon, finishing with a taste of gunpowder and tobacco.",,90,65.0,California,Napa Valley, Merlot,Padis
US,"From a fourth-generation farming family, this wine is sourced from the Niebaum-Tonella and Morisoli-Borges vineyards along the Rutherford Bench. It opens with a bouquet of sweetly ripened mango, peach and pear, which continue on the palate. Fierce acidity and a drop of anise form the backdrop of the wine, which finishes somewhat tropical.",,90,29.0,California,Rutherford,SAUVIGNON BLANC ,S.R. Tonella
Australia,"Based in Clare Valley, Wakefield sources this fruit from the cooler Adelaide Hills. Attractive rose-petal and dry earth aromas lead the way, followed by notes of black cherries and licorice on the palate. It's a bit full-bodied and muscular, a Pinot more for steak than salmon.",,90,17.0,South Australia,Adelaide Hills,Pinot  noir,Wakefield Estate
US,"Old-vine fruit delivers an elegant Pinot that combines low alcohol with graceful details of pretty spices and red fruits. Young, tangy cherry flavors are precisely defined, with a delicate tension. This might very well improve dramatically with a decade or more of cellaring. Drink 2020–2030.",Maresh Vineyard,90,48.0,Oregon,Dundee Hills,pinot noir ,Winderlea
US,"Firm and polished, this barrel-fermented wine is just rounded off enough, without damping the bright, almost crunchy fruit. There's a light touch of toast and the structure for further bottle age to improve it. Drink 2017–2025.",Estate,90,28.0,Oregon,Eola-Amity Hills,CHARDONNAY,Bethel Heights
US,"Full bodied, this estate-made, 100% varietal wine is sinewy and dense, a combination of ripe, luscious blackberry and blueberry, akin to a compote, seasoned in lavender and black licorice. Weighty, it'll pair well with wintertime meals, finishing with a suggestion of vanilla bean.",Estate Vineyards,90,36.0,California,Napa Valley,Syrah,Burgess
US,"Although red cherry and raspberry make an appearance, this vineyard-designate is otherwise all about forested pine and earthy pungency, accented by a pretty floral tease of rose petal. High in acidity and tannin, it takes time in the glass to settle down and find its balance, with a lengthy finish of black licorice and clove.",Terra de Promissio,90,70.0,California,Sonoma Coast,PINOT NOIR,Della
US,"Inky, rich and dense, this wine has an abundance of red and black berry pie going on that makes it decadently inviting. Thick on the palate, it's ready to pair with saucy cuts of meat, its background note of smoke the ideal way to bring out charred flavors in a food.",Estate,90,55.0,California,Oak Knoll District,SYRAH,Eleven Eleven
US,"This 100% varietal wine shines with high-toned red currant and raspberry flavors, exhibiting bright acidity on the moderately built palate. Tight-grained tannin provides structure, balancing the emphatic fruit.",Thirty Six,92,85.0,California,Napa Valley,CABERNET SAUVIGNON ,Vineyard 36
US,"Mike Sinor's pet-nat experiment scored big in 2016. This pink sparkler offers complex yeasty bread, crushed rock and turned clay aromas. Zingy and racy, it grabs hold of the palate. It's all about fascinating texture and refreshing acidity.",Pet Nat Method Ancestral Bassi Vineyard,92,25.0,California,San Luis Obispo County,pinot noir,Ancestrale
US,"Dark and sappy, with earth-driven complexity, this includes as many as 15 different clones planted on the far western edge of the AVA. Savory flavors bring black cherry, cola, smoke, and an underpinning of earth and black tea.",Gregory Ranch,92,62.0,Oregon,Willamette Valley,Pinot noir,Bergström
Argentina,"Dense aromas of fig, prune, cassis and blackberry are more mellow than monstrous. In the mouth, this Cabernet feels chunky, ripe and fully tannic. Savory berry fruit flavors and notes of cured meats and jerky finish a bit flat, with a lasting flavor of oaky chocolate. Drink through 2022.",Reserva,92,40.0,Mendoza Province,Mendoza,CABERNET SAUVIGNON ,Las Vertientes
US,"Scoring slightly higher than the Alderpoint vineyard-designated wine, this basic Humboldt County bottling bursts with with black cherry aroma. It's medium-bodied, free of oak-driven flavor and loaded with fruit. Lively acidity and mouth-filling texture keep the cherry and raspberry notes echoing through the finish, striking wonderful balance in an appetizing, mouthwatering package.",,92,29.0,California,Humboldt County,pinot noir,Joseph Jewell
US,"This rich, dark take on the cool-climate vineyard delivers all the great Syrah components. Lavish cooked beef, fudge, loam and mint aromas accent its black currant and blueberry base. The palate is coated with soft, polished tannins that present savory beef and black currant flavors, steeped in peppercorn and lavender.",Bien Nacido Vineyard,92,49.0,California,Santa Maria Valley,syrah,Epiphany
US,"Malbec makes up just under two-thirds of this wine, with the balance Syrah. Quite pure fruit-forward aromas of blue fruit, herb and clove lead to a sweet plush rich palate that shows good midpalate density. The finish lingers.",Cutthroat,92,32.0,Washington,Columbia Valley (WA),red blend ,Flying Trout
US,"Spicy clove flavors enwrap rounded tannin and integrated oak in this structured, bold and full-bodied wine. A reserve-tier bottling, it shows deep red fruit, from cassis to currant, and a predominance of both the savory and tart.",Reserve,92,140.0,California,Sonoma-Napa,Cabernet  sauvignon,Pride Mountain
US,"Aromas of crushed violets, dried herb, smoked meat and plum lead to focused, pure marionberry flavors. The concentration and texture are impressive, as is the balance.",Estate Vineyards Les Collines Vineyard,92,41.0,Washington,Walla Walla Valley (WA),Syrah,Amavi
US,"Pinot Noir specialist Bryan Babcock explores this aromatic white grape, delivering a lush and creamy expression. Poached pear and orange blossom notes combine with a nutty quality on the nose, while the wine's creamy consistency meets buoyant acidity on the palate. Lush apple, pear and cashews flavors complete the picture.",Simpatico,92,40.0,California,Sta. Rita Hills,SAUVIGNON  BLANC,Babcock
US,"From a vineyard planted above the town of Sonoma and named for its address, this small-production wine offers blueberry pie, chocolate and smoky oak aromas. Big and burly on the palate with sizable tannins, it integrates black cherry and burnt orange into the mix, finishing balanced and elegant.",1861 Vineyard,92,90.0,California,Sonoma Valley, PINOT NOIR,Blue Farm
US,"This small-production blend of 85% Cabernet Sauvignon and 15% Merlot from winemaker Tom Rinaldi is rounded and juicy, with moderate acidity. It shows generous clove, cinnamon and black cherry flavors, the structure supportive and graceful.",Pellet Vineyard Henry's Reserve,92,125.0,California,Napa Valley,BORDEAUX-STYLE RED BLEND,Pellet Estate
US,"A handful of Cabernet Franc is included in this wine, which is full-bodied and quite robust, indicative of its mountain birth. While violet and rose florals accent dark cherry tastes, the tannin weight hints at meaty and spicy undertones.",Stagecoach Vineyard,90,90.0,California,Atlas Peak,cabernet sauvignon ,Sequoia Grove
France,"Aged for a year on its lees, this wine is rich, tangy and refreshingly crisp. It is a Blanc de Blancs, with a strongly mineral character that adds a tight character to the texture. It will age a few more months in bottle, so drink from late 2016.",Brut Nature,90,26.0,Burgundy,Crémant de Bourgogne,CHARDONNAY,Château de Lavernette
US,"Full-flavored and very crisp, this wine has bright citrus and melon aromas, and more mellow pear and fig flavors that seem to smooth out the texture with each sip. It's well balanced and fascinating to taste.",Windrem Vineyard,90,42.0,California,Lake County,Sauvignon  blanc,Shutter
US,"Blistered red plum, savory herbs, black olive and a touch of green peppercorn show on the nose of this blend of 69% Cabernet Sauvignon, 11% Petit Verdot, 10% Cabernet Franc and 10% Merlot. Pencil lead and black peppercorns come through on the palate, spicing up the black-cherry, clay-earth and roasted-coffee flavors. It goes down easy.",Nikiara,90,42.0,California,Paso Robles,red blend,Le Vigne
US,"This wine brings spicy cranberry and strawberry, underscored with a whiff of leather. Flavors punch down and finish strong, with a leathery note that does not preclude the solid fruit.",Ribbon Ridge Vineyard,90,48.0,Oregon,Ribbon Ridge, Pinot noir,Quintet
US,"Tart, young and focused, this brings cranberry and black cherry fruit forward, with a lively, spicy mouthfeel. Flavors are battened down with bracing acidity and firm tannins. Give this an hour or more of breathing time, or decant.",Sims Vineyard,90,55.0,Oregon,Willamette Valley,Pinot noir,Rex Hill
US,"Returning to a robust, forward style in 2014, this is loaded with black cherry and mocha flavors. There's a touch of charred wood, and alcohol approaching 15%—this is no wimpy wine. It spent 11 months in 40% new wood.",Barrel Select,90,25.0,Oregon,Elkton Oregon,PINOT NOIR ,River's Edge
US,"Lighter bramble and red-currant fruits pop on the nose of this wine from the appellation's eastern end, as do baking-spice notes, crushed vanilla and hibiscus. It's airy on the palate, with tense cranberry and pomegranate, crushed oregano and dill, pencil lead minerality and a slowly simmering acidity.",Rio Vista Vineyard,90,45.0,California,Sta. Rita Hills, pinot noir,West of Temperance
US,"This is fruity and ripe, forward and round, with appealing tropical fruit flavors. There's moderate, but adequate, acidity, and the flavors are rounded off with a toasty note from aging 10 months in 30% new French oak. Drink this now through 2018.",Estate,90,30.0,Oregon,Willamette Valley, Chardonnay,Willamette Valley Vineyards
US,"Bracing and tangy, this light-bodied wine has distinct melon aromas, similar flavors and tasty accents of white pepper and fresh fennel. While nicely reserved it also has complexity and great balance.",Del Arroyo Vineyard,89,25.0,California,Livermore Valley, Sauvignon blanc,Occasio
France,"Grapefruit and other citrus flavors dominate this wine. Grown on chalk soil, it is structured and nervy, with a steely texture that promises some aging. Fresh and brilliant in its lively acidity, it is ready to drink now until 2022.",Clos Joanne d'Orion,89,35.0,Loire Valley,Sancerre,Sauvignon blanc,Gitton Père et Fils
France,"Commemorating the small boats that once plied the Loire river, this wine is fresh with a ripe yellow-fruit character that contrasts with the salty, tangy flavors to give the wine its texture and tight, steely structure. The wine will be best kept for a few months; drink from 2017.",Domaine des Mariniers,89,30.0,Loire Valley,Pouilly-Fumé,sauvignon blanc ,Joseph Mellot
US,"Bursts of pink grapefruit and peach brighten this light-footed semidry Riesling. It's mouthwatering and juicy, intensified by streaks of lemon-lime acidity that extend a lingering finish.",,89,14.0,New York,Finger Lakes,Riesling,Lakewood
US,"Lush in winemaker Brian Loring's preferred style, this wine shows roasted cashews, seared lemons and baked apples on the nose. There's a walnut-oil quality to the palate, which is chewy and fat but not overreaching, with touches of tonic, cinnamon and caramel.",Sierra Mar Vineyard,89,40.0,California,Santa Lucia Highlands,chardonnay,Loring Wine Company
France,"The flint soil behind this wine gives it a stony, smoky character that is allied to the mineral texture. It's a ripe wine, still young with pure fruit and an intense acidity. The wine needs to age, so drink from 2018.",Corty Artisan Silex,89,25.0,Loire Valley,Pouilly-Fumé,sauvignon blanc,Patrice Moreux
France,"With some wood aging, this limited-production wine comes from 45-year-old vines. It balances the lightly spicy wood flavors with crisp citrus fruits. The wine is still young, still fully integrating and will be much better from 2017.",Le Chant de l'Orme,89,25.0,Loire Valley,Sancerre, sauvignon blanc,Pierre Morin
US,"This wine is muted and still youthful, a blend of mostly Cabernet with 13% Merlot, 7% Syrah, 3% Petite Sirah and 1% Cabernet Franc. Pencil lead and dust fight for attention around big, bittersweet tannin and tobacco, not sure whether or not to let the black currant and cassis shine through.",,89,50.0,California,Spring Mountain District,CABERNET SAUVIGNON ,Terra Valentine
US,"Bright aromas of apricot, pear, botrytis and jasmine are followed by medium-sweet stone-fruit flavors, backed by vibrant acidity.",Reserve,89,16.0,Washington,Columbia Valley (WA),Riesling ,Waterbrook
US,"Smoothly voluptuous, this is a blend of 65% Cabernet Sauvignon with 20% Zinfandel, 10% Syrah and 5% Merlot. Leather, red fruit, cigar and syrup combine to full-bodied effect, ending in a thickness of structure and power.",Fortuna,89,54.0,California,Sonoma Valley,red blend ,Muscardini
US,"Aromas of high-toned cocoa, vanilla, coconut, pencil lead and baking spices lead to plentiful black fruit flavors, with a lick of grainy tannins backing them up. The barrel notes get out front at times but it still provides a lot of quality and value.",,89,18.0,Washington,Washington, Cabernet sauvignon,Balancing Act
US,"The raspberry aromas are bright and jammy. The flavors are sumptuous yet elegant, going down easy.",Colter's Creek Vineyard,89,30.0,Idaho,Idaho,merlot,Colter's Creek
US,"Marked by both reduction and oak, this wine feels lifted with acidity, opening in a vibrant shock of strawberry and Mandarin orange. Velvety layers subtle tannin carry a spicy finish of clove and salty sea air. A beautifully balanced, complete wine.",Two Birds Estate Grown,97,90.0,California,Russian River Valley,pinot  noir,Arista
France,"This is an immensely dense wine that is going to be a classic. The dark tannins are still lined with wood aging but that will go because the fruit underneath is also just as dense and intense. Blackberry, black plum and damson plum give power and sweetness. This is a great wine with huge potential. Drink from 2028.",,97,145.0,Bordeaux,Saint-Estèphe,BORDEAUX-STYLE  RED  BLEND,Château Cos d'Estournel
France,The classic blend for Figeac with its 32% of Cabernet Sauvignon and 28% Cabernet Franc gives a beautifully dense wine with great tannins. The wine is perfumed while the complex tannins are finely cushioned by the generous black fruits and acidity. It is a wine for long-term aging. Drink from 2026.,,97,90.0,Bordeaux,Saint-Émilion,Bordeaux-style red blend,Château Figeac
France,"With the amalgamation of Château Magdelaine into this one property, the estate is now a considerable 58 acres. The wine is now performing in top gear. Powerful tannins drive the mainly Merlot blend with 10% Cabernet Franc. It still shows signs of the wood aging and these will disappear to leave a richly endowed wine with a fine future. Drink from 2026.",,96,160.0,Bordeaux,Saint-Émilion,Bordeaux-style  red  blend,Château Bélair-Monange
US,"This wine from Jordan Fiorentini is a stunning study in how to achieve extreme richness with elegance. Deep black cherry, violet, espresso, milk chocolate and vanilla pastry show on the nose. On the palate, chalky, soft tannins bring forth baked blueberry, star anise and clove flavors, with floral tones and acidic lift on the finish.",Block B Paderewski Vineyard,96,90.0,California,Paso Robles, syrah,Epoch Estate Wines
US,"This is possibly the most savory rendition of Syrah made on the Central Coast, each vintage as feral as the last. This bottling shows bloody lamb, crushed peppercorn, soy and barnyard elements on the nose. The palate is tense with tarry structure, revealing unusual kelp, stewed peppercorn, black miso and teriyaki flavors.",Estate,96,40.0,California,San Luis Obispo County,Syrah,Stolo
US,"An extra dollop of toasty oak amplifies the deep black-cherry core. Cedar, pipe tobacco, espresso and dark chocolate highlights wrap around and through the finish. This is a wine with power, precision and exceptional detail. Drink now through the mid-2020s.",Estate Justina,96,85.0,Oregon,Chehalem Mountains,PINOT NOIR ,Alloro
US,"A best-of blend from several of the producer's vineyard sites, this wine explodes in flavor and complexity as though celebrating each site's individual beauty and potential. Black pepper and crisp orange and pomegranate flavors show through its layered and focused texture—a savory package with a seemingly endless finish.",,96,54.0,California,Russian River Valley, Pinot noir,Arista
France,"What to mention first? A hint of mossy earth, chamomile tisane, Cox Orange Pippin apples or lemon zest? All of these aromas dance on the nose. They are still totally shy on the taut, dry and concentrated palate. For now, it is mossy citrus that is most aromatic while rich fruit still needs to unfurl. This strikes a note of utter purity, of something soaring and bright. Right now this is totally brisk, invigorating and refreshing but its true colors won't show for some time. Drink 2020–2035.",Clos Saint Urbain Rangen de Thann Grand Cru,96,120.0,Alsace,Alsace,RIESLING,Domaine Zind-Humbrecht
US,"Somehow, in a stellar 2014 lineup, this vineyard designate stands out, as the 2012 did when it was the Wine Enthusiast 2015 wine of the year. Power and precision work in tandem here. The fruit blend conjures up melon, berry, cherry and more, and the oak has the gentlest touch to its presence. There's tremendous midpalate concentration, and the clear sense that this could age for decades. Let's just say drink 2018 through 2030.",Abbott Claim Vineyard,96,63.0,Oregon,Willamette Valley,pinot noir,Ken Wright
France,"Here's an impressive wine that is so ripe and with great structure. It is a major wine with a dark complex texture and the finest acidity. The wine is very complete, all the elements in place from the black fruits to the tannins to the hints of wood aging. Now at the top of the tree in Saint-Emilion's classification, the wine will take years to mature. Drink from 2027.",,96,200.0,Bordeaux,Saint-Émilion,BORDEAUX-STYLE RED BLEND,Château Valandraud
France,"A fragrant and pure nose of slightly floral tangerine peel opens this wine. It offers a ripe fruit-driven dance of aromas and freshness—think tangerine, ripe lemon, crisp apple and a beguiling floral dimension. Lovely now in its primary-flavored youth, it's certain to become even more disarming in the future. Drink 2020–2035 or later if you like it really mature.",Clos des Capucins Cuvée Ste Catherine Schlossberg Grand Cru,96,64.0,Alsace,Alsace, riesling,Domaine Weinbach
France,"This almost 100% Cabernet Franc single-vineyard wine is perfumed and ripe. The velvet tannins and ripe black fruits are fine, structured and with enormous potential. The wine is generous, opulent and worthy of serious aging. Drink from 2027.",,96,175.0,Bordeaux,Saint-Émilion,BORDEAUX-STYLE RED BLEND,Le Dôme
US,"This riveting wine displays the exceptional finesse and precision that fruit from this AVA can deliver. It's Pinot Noir expressed in the most subtle and demanding way. Beautifully orchestrated red fruits, sappy acids, lush spices, perfect balance and an immaculate mineral-soaked finish are all on display. Drink 2018 through 2030.",Bryce Vineyard,96,63.0,Oregon,Ribbon Ridge,Pinot  noir,Ken Wright
US,"This wine shows a high degree of spiciness with a rose petal-like flourish—a stellar first effort from a new estate vineyard along Eastside Road. Brambly raspberry and dark cherry flavors seem brushed by a subtle waft of campfire smoke and molten chocolate, all swirling together in the glass as a lengthy, lively palate framed by acidity.",Lewis MacGregor Estate Vineyard,96,85.0,California,Russian River Valley,pinot  noir,Williams Selyem
France,"This wine is fruity, fresh with a underlying tannic character. The fruit and the dryness combine to produce a wine that is firm while rich, showing juicy Merlot and some medium-term potential. Drink from 2017.",,86,15.0,Bordeaux,Montagne-Saint-Émilion,Bordeaux-style red blend ,Château La Fleur Plaisance
France,"Layers of new wood show through as a perfumed, minty character. Tannins are firm and dry over the juicy black fruits. The wine is light, fresh and balanced, ready to drink from 2017.",,86,20.0,Bordeaux,Médoc, bordeaux-style red blend,Château les Lattes
US,"While sun-ripened apricot and wildflowers aromas abound on the nose of this dry Riesling, the palate is more mineral and restrained. Lemon-lime acidity is zesty and fresh, leading to a brisk, biting finish.",Ingle Vineyard Dry,86,20.0,New York,Finger Lakes, RIESLING,Heron Hill
France,"Already the color of this 2011 Merlot-dominated wine is beginning to change from its brilliant red. The palate also shows signs of maturing with fresh fruit giving way to more leathery, spicy flavors. That suggest this will not age long, so drink from 2016.",,86,36.0,Bordeaux,Pomerol, BORDEAUX-STYLE RED BLEND,Clos Sainte-Anne
Italy,"Hushed aromas of dark berry and a touch of cedar lead the nose on this blend of Cabernet Sauvignon and Merlot. The simple palate offers black cherry and a hint of white pepper alongside delicate, fleeting tannins.",Scirè,86,18.0,Tuscany,Bolgheri, RED BLEND,Ceralti
US,"Freshness and a light herbaceous note carry this medium-bodied wine from the aroma through the flavors and to the finish. While it's is a touch sweet, bright citrus and lively green notes keep the wine balanced and appetizing.",,86,13.0,California,California, CHARDONNAY,Dominican Oaks
US,"The bright red fruit on the nose of this wine is joined with graphite minerality and sweetly toasted oak. The palate is quite fruity, boasting Bing cherry and strawberry reduction sauce, picking up complexity from cracked black pepper.",,86,20.0,California,Paso Robles, Cabernet sauvignon,Robert Hall
US,"Deep in color, big in flavor and full bodied, this is a rustic, straightforward wine. It smells like very ripe blackberry and black cherry, tastes dense and feels full, tannic and firm-textured.",,86,7.0,California,California,cabernet sauvignon,Three Thieves
France,This wine has great fruit with soft tannins and accessible soft black currant fruitiness. A slight earthiness at the end needs to become better integrated. Drink from 2017.,,86,20.0,Bordeaux,Saint-Émilion, Bordeaux-style red blend,Château de Fonbel
US,"This direct and appealing wine offers notes of maple, sugared plum and woodspice. Flavors are light but plush in feel, straight down the fairway.",,86,18.0,Washington,Columbia Valley (WA),Cabernet  sauvignon,Cascade Ridge
US,"This wine offers notes of herbs, brown stems and blue fruit. It's medium bodied with tart acids and chalky, astringent tannins.",Estate,86,30.0,Washington,Lake Chelan,Syrah,Tsillan
US,"Caressed in forested earthiness, this wine is both crisp in acidity and creamy in baked apple and crème brûlée, a layering of lemon meringue on top. It is integrated and balanced up until the finish, where a firm grip of oak takes hold.",Ivywood,86,36.0,California,Russian River Valley, Chardonnay,VML
France,"A dark, dry and firm wine, this is developing slowly. Its fruits show the influence of Cabernet in the blend with a strong tannic and black currant element. It will need several more years aging, so drink from 2018.",,86,20.0,Bordeaux,Moulis-en-Médoc, Bordeaux-style red blend,Château Pomeys
US,"A fresh, blossomy perfume persists throughout many of Heron Hill's Rieslings, but this one is comparatively green and herbal in tone. Refreshing and dry, it's marked by lime and sage notes that inlay a zesty finish.",Heron Hill Estate Dry,86,20.0,New York,Finger Lakes, riesling,Heron Hill
France,"Calling a wine romantic is perhaps a new approach for Bordeaux. The wine itself is ripe and jammy, with wood tannins that will be softer in a year. Drink from 2016.",Romantique,86,10.0,Bordeaux,Bordeaux,bordeaux-style  red  blend,Les Vignerons Réunis de Monségur
US,"As the name suggests, this fermentation brings in substantial flavors of herb and stem, cloaking its tight blueberry and black cherry fruit in that stiff, tannic robe. Let it breathe for some hours, or better yet decant it well in advance of drinking.",Whole Cluster Reserve,88,40.0,Oregon,Willamette Valley,pinot  noir,Walnut City WineWorks
US,"In this fresh and fruity wine, lively flavors of strawberry and watermelon are buoyed with adequate but not over-riding acidity. The finish is clean and lingering, inviting the next sip.",Rosé of,88,13.0,Oregon,Oregon,pinot  noir,Acrobat
France,"A rich blend that includes the local Abouriou grape gives a structured, firm wine that has both tannins and juicy black fruits. The oak aging still shows in the spice and vanilla edge that underlies the fruitiness. It should be aged, so drink from 2016.",Vieille Eglise Réserve,88,15.0,Southwest France,Côtes du Marmandais,red  blend,Cave du Marmandais
US,"A really good wine for the price, this offers a dark color and varietal aromas of black cherry, black olive and faint dried herbs. Next it layers handsome oak on the rich and fruity flavors. The texture is quite dense without being heavy; while somewhat tannic the mouthfeel is not drying.",,88,10.0,California,California,CABERNET SAUVIGNON,Dark Horse
Italy,"A blend of 40% Sangiovese, 20% Merlot, 20% Cabernet Sauvignon and 20% Syrah, this offers subtle aromas of mature black-skinned fruit and a whiff of white chocolate. The palate offers dried black cherry, espresso, cracked pepper and anise alongside packed tannins that leave an astringent finish.",D'Amare,88,29.0,Tuscany,Toscana, red blend,Diadema
US,"This is very flavorful, fruity and full bodied. It maintains a sleek texture in spite of considerable tannins that keep it feeling dry. Aromas are like wild berries and cherry blossoms, the flavors are exotic and very ripe, and the finish keeps adding more fruit nuances.",Don Victor Reserva De La Casa,88,39.0,California,Lodi, RED BLEND,Vinedos Aurora
US,"This winery produces luxuriously rich wines, and this blend of 47% Merlot, 30% Petit Verdot, 12% Malbec and 11% Cabernet Sauvignon fits right in. Aromas suggest vanilla-cherry cream, fresh cracked dark chocolate, mulberry extract and root beer. Cola, blackberries and woody herbs show once sipped.",Party of Four,88,59.0,California,Paso Robles,RED BLEND,HammerSky
US,"This well-known California brand is gently dipping its toe into Oregon. This is a sturdy, well-crafted effort with an interesting mix of kiwi, lime and pear fruit, wrapped in biscuity barrel flavors. Seamlessly smooth, it offers enough acidity to keep everything balanced.",,88,40.0,Oregon,Eola-Amity Hills,CHARDONNAY ,La Crema
US,"Ripe and forward, this brings brambly berry fruit and plenty of Dr Pepper soda flavors front and center. It's a smooth ride to a quick finish. Both scents and flavors show a hint of pine needle.",Lia's Vineyard,88,27.0,Oregon,Chehalem Mountains, PINOT NOIR,Longplay
US,"Dried herb and green olive form an elegant bouquet for this mountain-grown wine that offers a mouthful of big, leathery tannin and oak. Larger bodied, it remains supple in spirit with a backbone of acidity that keeps it balanced through the tobacco-laden finish.",Limited Release,88,49.0,California,Atlas Peak,MERLOT,Rutherford Hill
US,"The winery's larger-scale Syrah (and that's still under 2,000 cases), this is a friendly, sophisticated Rhône-inspired wine grown on the cooler Sonoma Coast. Red and blue fruits are expertly ripe and high-toned, accented by layers of classic cool-climate spice.",,91,35.0,California,Sonoma Coast, syrah,Red Car
France,"This deep and rich wine is as much about tense structure as about fruit. It's a full-blown, very ripe wine that hasn't lost one iota of elegance. From selected fruit, this is a serious wine for aging. Drink from 2017.",Collection,91,24.0,Alsace,Alsace,RIESLING,Kuentz-Bas
US,"Smoky and meaty, this medium-bodied Cab from rocky Atlas Peak offers sensible acidity wrapped around spicy, dusty tannins and a savory aftertaste of tobacco.",Haystack Peak Vineyards,91,40.0,California,Atlas Peak,Cabernet sauvignon ,Midsummer Cellars
US,"Winemaker Anna Monticelli spent a harvest at Cheval Blanc in Bordeaux and worked under Philippe Melka at Seavey and Bryant Family. She leaves her own mark on this structured, silky, robust and rich Cabernet, bright in red cranberry and clove. Firehouse Vineyard is on the winery estate and given to floral and herbal notes, both of which suggest themselves slowly here.",Firehouse Vineyard,91,85.0,California,Rutherford,cabernet sauvignon,Piña
